,Combination,B_I,Ker Len,Duplicate Elem Vect,Duplicate
10973,"(2, 25, 26, 30)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
10974,"(2, 25, 27, 28)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 0 0 1 0],1
10975,"(2, 25, 27, 29)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 -1 0 1 0],1
10977,"(2, 25, 28, 29)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[1 1 0 -2 1],1
10978,"(2, 25, 28, 30)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 0 0 1 0],1
10979,"(2, 25, 29, 30)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 -1 0 1 0],1
10980,"(2, 26, 27, 28)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 0 0 0 1],1
10981,"(2, 26, 27, 29)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 -1 0 0 1],1
10983,"(2, 26, 28, 29)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 -1 0 -1 2],1
10984,"(2, 26, 28, 30)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 0 0 0 1],1
10985,"(2, 26, 29, 30)","Matrix([[0, 0, 1, 0, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 -1 0 0 1],1
10986,"(2, 27, 28, 29)","Matrix([[0, 0, 1, 0, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
10989,"(2, 28, 29, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
10991,"(3, 4, 5, 7)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 0, 1, 0]])",1,[0 0 1 0 0],1
10992,"(3, 4, 5, 8)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 0, 0, 1]])",1,[0 0 1 0 0],1
10994,"(3, 4, 5, 10)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
10995,"(3, 4, 5, 11)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
10996,"(3, 4, 5, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 0, 1, 1, 0]])",1,[-1 1 0 0 0],1
10997,"(3, 4, 5, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 0, 1, 0, 1]])",1,[-1 1 0 0 0],1
10999,"(3, 4, 5, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]])",1,[-1 1 0 0 0],1
11002,"(3, 4, 5, 18)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 1, 1, 0]])",1,[-1 1 1 0 0],1
11003,"(3, 4, 5, 19)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 1, 0, 1]])",1,[-1 1 1 0 0],1
11004,"(3, 4, 5, 20)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
11005,"(3, 4, 5, 21)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 1, 0]])",1,[1 -1 1 0 0],1
11006,"(3, 4, 5, 22)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 0, 1]])",1,[1 -1 1 0 0],1
11007,"(3, 4, 5, 23)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11008,"(3, 4, 5, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 0, 1, 1, 1]])",1,[-1 1 0 0 0],1
11009,"(3, 4, 5, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 0],1
11010,"(3, 4, 5, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
11012,"(3, 4, 5, 28)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
11013,"(3, 4, 5, 29)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
11014,"(3, 4, 5, 30)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
11015,"(3, 4, 6, 7)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 0, 0, 1, 0]])",1,[0 1 0 0 0],1
11016,"(3, 4, 6, 8)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1]])",1,[0 1 0 0 0],1
11018,"(3, 4, 6, 10)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0]])",1,[-1 0 1 0 0],1
11019,"(3, 4, 6, 11)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1]])",1,[-1 0 1 0 0],1
11020,"(3, 4, 6, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0]])",1,[0 1 0 0 0],1
11021,"(3, 4, 6, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1]])",1,[0 1 0 0 0],1
11023,"(3, 4, 6, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]])",1,[-1 0 1 0 0],1
11024,"(3, 4, 6, 16)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 0, 1, 0]])",1,[-1 1 1 0 0],1
11025,"(3, 4, 6, 17)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 0, 0, 1]])",1,[-1 1 1 0 0],1
11028,"(3, 4, 6, 20)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 0, 0, 1, 1]])",1,[0 1 0 0 0],1
11029,"(3, 4, 6, 21)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 1, 1, 1, 0]])",1,[-1 -1 1 0 0],1
11030,"(3, 4, 6, 22)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 1, 1, 0, 1]])",1,[-1 -1 1 0 0],1
11031,"(3, 4, 6, 23)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 1, 0, 1, 1]])",1,[-1 0 1 0 0],1
11032,"(3, 4, 6, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 0, 1, 1, 1]])",1,[0 1 0 0 0],1
11033,"(3, 4, 6, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 1, 1, 0]])",1,[-1 0 1 0 0],1
11034,"(3, 4, 6, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 1]])",1,[-1 0 1 0 0],1
11035,"(3, 4, 6, 27)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 0, 1, 1]])",1,[-1 1 1 0 0],1
11037,"(3, 4, 6, 29)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [0, 1, 1, 1, 1]])",1,[-1 -1 1 0 0],1
11038,"(3, 4, 6, 30)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 1, 1, 1, 1]])",1,[-1 0 1 0 0],1
11040,"(3, 4, 7, 9)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 1, 0, 0]])",1,[0 -1 1 0 0],1
11041,"(3, 4, 7, 10)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
11042,"(3, 4, 7, 11)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
11043,"(3, 4, 7, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 0, 1, 1, 0]])",1,[0 1 0 0 0],1
11044,"(3, 4, 7, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 0, 1, 0, 1]])",1,[0 1 0 0 0],1
11046,"(3, 4, 7, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 1, 0, 0]])",1,[0 -1 1 0 0],1
11047,"(3, 4, 7, 16)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
11048,"(3, 4, 7, 17)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
11049,"(3, 4, 7, 18)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 1, 0]])",1,[0 1 0 0 0],1
11050,"(3, 4, 7, 19)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 1]])",1,[0 1 0 0 0],1
11052,"(3, 4, 7, 21)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 1, 1, 0]])",1,[0 -1 1 0 0],1
11053,"(3, 4, 7, 22)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
11054,"(3, 4, 7, 23)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11055,"(3, 4, 7, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 0, 1, 1, 1]])",1,[0 1 0 0 0],1
11056,"(3, 4, 7, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 1, 1, 0]])",1,[0 -1 1 0 0],1
11057,"(3, 4, 7, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
11058,"(3, 4, 7, 27)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11059,"(3, 4, 7, 28)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 1, 1]])",1,[0 1 0 0 0],1
11060,"(3, 4, 7, 29)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
11061,"(3, 4, 7, 30)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
11062,"(3, 4, 8, 9)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 1, 0, 0]])",1,[0 -1 1 0 0],1
11063,"(3, 4, 8, 10)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
11064,"(3, 4, 8, 11)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
11065,"(3, 4, 8, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 0, 1, 1, 0]])",1,[0 1 0 0 0],1
11066,"(3, 4, 8, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 0, 1, 0, 1]])",1,[0 1 0 0 0],1
11068,"(3, 4, 8, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0]])",1,[0 -1 1 0 0],1
11069,"(3, 4, 8, 16)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
11070,"(3, 4, 8, 17)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
11071,"(3, 4, 8, 18)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0]])",1,[0 1 0 0 0],1
11072,"(3, 4, 8, 19)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[0 1 0 0 0],1
11074,"(3, 4, 8, 21)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0]])",1,[0 -1 1 0 0],1
11075,"(3, 4, 8, 22)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
11076,"(3, 4, 8, 23)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11077,"(3, 4, 8, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[0 1 0 0 0],1
11078,"(3, 4, 8, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[0 -1 1 0 0],1
11079,"(3, 4, 8, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
11080,"(3, 4, 8, 27)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11081,"(3, 4, 8, 28)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 1, 1]])",1,[0 1 0 0 0],1
11082,"(3, 4, 8, 29)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
11083,"(3, 4, 8, 30)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
11084,"(3, 4, 9, 10)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 0, 1, 0]])",1,[1 0 0 0 0],1
11085,"(3, 4, 9, 11)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 0, 0, 1]])",1,[1 0 0 0 0],1
11086,"(3, 4, 9, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 0, 1, 1, 0]])",1,[1 0 0 0 0],1
11087,"(3, 4, 9, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 0, 1, 0, 1]])",1,[1 0 0 0 0],1
11089,"(3, 4, 9, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 1, 0, 0]])",1,[0 -1 1 0 0],1
11090,"(3, 4, 9, 16)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 0, 1, 0]])",1,[1 -1 1 0 0],1
11091,"(3, 4, 9, 17)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 0, 0, 1]])",1,[1 -1 1 0 0],1
11092,"(3, 4, 9, 18)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 0, 1, 1, 0]])",1,[-1 -1 1 0 0],1
11093,"(3, 4, 9, 19)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 0, 1, 0, 1]])",1,[-1 -1 1 0 0],1
11094,"(3, 4, 9, 20)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 0, 0, 1, 1]])",1,[0 -1 1 0 0],1
11097,"(3, 4, 9, 23)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 0, 1, 1]])",1,[1 0 0 0 0],1
11098,"(3, 4, 9, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 0, 1, 1, 1]])",1,[1 0 0 0 0],1
11099,"(3, 4, 9, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 1, 1, 0]])",1,[0 -1 1 0 0],1
11100,"(3, 4, 9, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
11101,"(3, 4, 9, 27)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 0, 1, 1]])",1,[1 -1 1 0 0],1
11102,"(3, 4, 9, 28)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 0, 1, 1, 1]])",1,[-1 -1 1 0 0],1
11104,"(3, 4, 9, 30)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
11106,"(3, 4, 10, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 1, 0]])",1,[1 0 0 0 0],1
11107,"(3, 4, 10, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 0, 1]])",1,[1 0 0 0 0],1
11109,"(3, 4, 10, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 1, 0, 0]])",1,[-1 0 1 0 0],1
11110,"(3, 4, 10, 16)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
11111,"(3, 4, 10, 17)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
11112,"(3, 4, 10, 18)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,[-1 0 1 0 0],1
11113,"(3, 4, 10, 19)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,[-1 0 1 0 0],1
11114,"(3, 4, 10, 20)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
11115,"(3, 4, 10, 21)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",1,[1 0 0 0 0],1
11116,"(3, 4, 10, 22)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,[1 0 0 0 0],1
11118,"(3, 4, 10, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,[1 0 0 0 0],1
11119,"(3, 4, 10, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",1,[-1 0 1 0 0],1
11120,"(3, 4, 10, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 0 1 0 0],1
11121,"(3, 4, 10, 27)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11122,"(3, 4, 10, 28)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 0 1 0 0],1
11123,"(3, 4, 10, 29)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,[1 0 0 0 0],1
11124,"(3, 4, 10, 30)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 0 1 0 0],1
11125,"(3, 4, 11, 12)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [0, 0, 1, 1, 0]])",1,[1 0 0 0 0],1
11126,"(3, 4, 11, 13)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [0, 0, 1, 0, 1]])",1,[1 0 0 0 0],1
11128,"(3, 4, 11, 15)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 0, 0]])",1,[-1 0 1 0 0],1
11129,"(3, 4, 11, 16)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
11130,"(3, 4, 11, 17)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
11131,"(3, 4, 11, 18)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,[-1 0 1 0 0],1
11132,"(3, 4, 11, 19)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[-1 0 1 0 0],1
11133,"(3, 4, 11, 20)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
11134,"(3, 4, 11, 21)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,[1 0 0 0 0],1
11135,"(3, 4, 11, 22)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[1 0 0 0 0],1
11137,"(3, 4, 11, 24)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[1 0 0 0 0],1
11138,"(3, 4, 11, 25)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 0 1 0 0],1
11139,"(3, 4, 11, 26)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,[-1 0 1 0 0],1
11140,"(3, 4, 11, 27)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
11141,"(3, 4, 11, 28)","Matrix([[0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 0 1 0 0],1
