,Combination,B_I,Ker Len,Elementary Vector,Duplicate,Group
29060,"(13, 24, 27, 29)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
29061,"(13, 24, 27, 30)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29062,"(13, 24, 28, 29)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29063,"(13, 24, 28, 30)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29064,"(13, 24, 29, 30)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29065,"(13, 25, 26, 27)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29066,"(13, 25, 26, 28)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, -1, 1, 1)",1,280.0
29067,"(13, 25, 26, 29)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(1, -1, -1, 1, 1)",1,461.0
29068,"(13, 25, 26, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29069,"(13, 25, 27, 28)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29070,"(13, 25, 27, 29)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29071,"(13, 25, 27, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29072,"(13, 25, 28, 29)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(1, 1, -1, -1, 1)",1,521.0
29073,"(13, 25, 28, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29074,"(13, 25, 29, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29075,"(13, 26, 27, 28)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(1, -1, -1, -1, 1)",1,455.0
29076,"(13, 26, 27, 29)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -1, -1, 1)",1,274.0
29077,"(13, 26, 27, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29078,"(13, 26, 28, 29)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29079,"(13, 26, 28, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29080,"(13, 26, 29, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29081,"(13, 27, 28, 29)","Matrix([[0, 0, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, -1, -1, 1, 1)",1,191.0
29082,"(13, 27, 28, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29083,"(13, 27, 29, 30)","Matrix([[0, 0, 1, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29084,"(13, 28, 29, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29085,"(14, 15, 16, 17)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29086,"(14, 15, 16, 18)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,"(2, -1, -1, -1, 1)",1,577.0
29087,"(14, 15, 16, 19)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,"(0, 1, -1, -1, 1)",1,375.0
29088,"(14, 15, 16, 20)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, 1, -1, -1, 1)",1,375.0
29089,"(14, 15, 16, 21)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",1,"(-1, 2, -1, -1, 1)",1,318.0
29090,"(14, 15, 16, 22)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29091,"(14, 15, 16, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29092,"(14, 15, 16, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29093,"(14, 15, 16, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29094,"(14, 15, 16, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29095,"(14, 15, 16, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29096,"(14, 15, 16, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29097,"(14, 15, 16, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 1, -1, -1, 1)",1,375.0
29098,"(14, 15, 16, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",2,,0,
29099,"(14, 15, 17, 18)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,"(0, -1, 1, -1, 1)",1,356.0
29100,"(14, 15, 17, 19)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,"(-2, 1, 1, -1, 1)",1,108.0
29101,"(14, 15, 17, 20)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, -1, 1, -1, 1)",1,356.0
29102,"(14, 15, 17, 21)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,"(-1, 0, 1, -1, 1)",1,250.0
29103,"(14, 15, 17, 22)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,"(1, -2, 1, -1, 1)",1,425.0
29104,"(14, 15, 17, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,"(-1, 0, 1, -1, 1)",1,250.0
29105,"(14, 15, 17, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29106,"(14, 15, 17, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29107,"(14, 15, 17, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29108,"(14, 15, 17, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29109,"(14, 15, 17, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 1, -1, 1)",1,250.0
29110,"(14, 15, 17, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 1, -1, 1)",1,356.0
29111,"(14, 15, 17, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",2,,0,
29112,"(14, 15, 18, 19)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29113,"(14, 15, 18, 20)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, -1, 1, -1, 1)",1,356.0
29114,"(14, 15, 18, 21)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",1,"(-1, -1, 2, -1, 1)",1,226.0
29115,"(14, 15, 18, 22)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,"(1, -1, 0, -1, 1)",1,467.0
29116,"(14, 15, 18, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29117,"(14, 15, 18, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,"(1, -1, 0, -1, 1)",1,467.0
29118,"(14, 15, 18, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29119,"(14, 15, 18, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29120,"(14, 15, 18, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(1, -1, 0, -1, 1)",1,467.0
29121,"(14, 15, 18, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29122,"(14, 15, 18, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 1, -1, 1)",1,356.0
29123,"(14, 15, 18, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",2,,0,
29124,"(14, 15, 19, 20)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, 1, -1, -1, 1)",1,375.0
29125,"(14, 15, 19, 21)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,"(-1, 1, 0, -1, 1)",1,286.0
29126,"(14, 15, 19, 22)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,"(1, 1, -2, -1, 1)",1,509.0
29127,"(14, 15, 19, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29128,"(14, 15, 19, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
29129,"(14, 15, 19, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29130,"(14, 15, 19, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29131,"(14, 15, 19, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
29132,"(14, 15, 19, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29133,"(14, 15, 19, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, 1, -1, -1, 1)",1,375.0
29134,"(14, 15, 19, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",2,,0,
29135,"(14, 15, 20, 21)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,"(0, -1, 1, 0, 0)",1,358.0
29136,"(14, 15, 20, 22)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29137,"(14, 15, 20, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29138,"(14, 15, 20, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29139,"(14, 15, 20, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(0, -1, 1, 0, 0)",1,358.0
29140,"(14, 15, 20, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29141,"(14, 15, 20, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29142,"(14, 15, 20, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29143,"(14, 15, 20, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",2,,0,
29144,"(14, 15, 20, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29145,"(14, 15, 21, 22)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29146,"(14, 15, 21, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1]])",1,"(-1, 0, 1, -1, 1)",1,250.0
29147,"(14, 15, 21, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
29148,"(14, 15, 21, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0]])",1,"(0, -1, 1, 0, 0)",1,358.0
29149,"(14, 15, 21, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29150,"(14, 15, 21, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
29151,"(14, 15, 21, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(-1, 0, 1, -1, 1)",1,250.0
29152,"(14, 15, 21, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29153,"(14, 15, 21, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",2,,0,
29154,"(14, 15, 22, 23)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29155,"(14, 15, 22, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,"(1, -1, 0, -1, 1)",1,467.0
29156,"(14, 15, 22, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, -1, 1, 0, 0)",1,358.0
29157,"(14, 15, 22, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29158,"(14, 15, 22, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(1, -1, 0, -1, 1)",1,467.0
29159,"(14, 15, 22, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29160,"(14, 15, 22, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29161,"(14, 15, 22, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",2,,0,
29162,"(14, 15, 23, 24)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29163,"(14, 15, 23, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29164,"(14, 15, 23, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29165,"(14, 15, 23, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29166,"(14, 15, 23, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",2,,0,
29167,"(14, 15, 23, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29168,"(14, 15, 23, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29169,"(14, 15, 24, 25)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29170,"(14, 15, 24, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29171,"(14, 15, 24, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",2,,0,
29172,"(14, 15, 24, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29173,"(14, 15, 24, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29174,"(14, 15, 24, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29175,"(14, 15, 25, 26)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",2,,0,
29176,"(14, 15, 25, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29177,"(14, 15, 25, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29178,"(14, 15, 25, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29179,"(14, 15, 25, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",2,,0,
29180,"(14, 15, 26, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29181,"(14, 15, 26, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 1, 0, 0)",1,252.0
29182,"(14, 15, 26, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 1, 0, 0)",1,358.0
29183,"(14, 15, 26, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",2,,0,
29184,"(14, 15, 27, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29185,"(14, 15, 27, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29186,"(14, 15, 27, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29187,"(14, 15, 28, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
29188,"(14, 15, 28, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29189,"(14, 15, 29, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
